timestamps,temperature,pressure,wind_speed,rpm,energy_output
2023-01-01 00:00:00,84.96714153011233,333.14406343337066,-1.191156166624861,1495.031591157922,50.29430591677552
2023-01-01 00:01:00,78.61735698828815,358.67369287426624,-0.6035007631753313,1473.1838085472646,55.166444459359674
2023-01-01 00:02:00,86.47688538100692,309.05107793518533,6.965674110714123,1805.0707241044292,40.186740634825355
2023-01-01 00:03:00,95.23029856408026,235.15840260220767,12.28843293026776,1230.8302181322465,35.95183056072493
2023-01-01 00:04:00,77.65846625276664,319.9843975876321,-3.7375242136261733,1309.3701902133505,51.07207962040134
2023-01-01 00:05:00,77.6586304305082,267.4321553104086,7.501349119241847,1759.0757230181198,46.81153644505269
2023-01-01 00:06:00,95.79212815507391,273.5691659125122,7.368760717412894,1351.1162662040351,56.26434672453944
2023-01-01 00:07:00,87.67434729152909,329.3182009377547,16.94168889104224,1725.133269332898,49.2009154733745
2023-01-01 00:08:00,75.30525614065049,361.91415357168177,8.074890941435681,1924.8589957521774,52.0507533923463
2023-01-01 00:09:00,85.42560043585965,301.06357883680306,11.914944923704642,1399.5512432645917,33.76617470058757
2023-01-01 00:10:00,75.36582307187538,315.4416506299482,10.706285700437316,1670.3405816438262,68.88436939614257
2023-01-01 00:11:00,75.34270246429743,385.1107472317619,-0.6528323990360025,1211.5769296650353,48.357580149679684
2023-01-01 00:12:00,82.41962271566034,312.03765897442844,13.841036083158686,1688.6833245169523,56.97586970339199
2023-01-01 00:13:00,60.86719755342202,430.08415570901974,11.076982527281439,1549.855996496692,41.63908329780374
2023-01-01 00:14:00,62.75082167486967,328.2754822815772,12.541343198372948,1618.2595705400538,53.08009902217341
2023-01-01 00:15:00,74.37712470759027,211.96186204220913,29.631188532181632,1338.6069819911513,36.97155236475255
2023-01-01 00:16:00,69.87168879665576,337.6670810552266,-0.42056469749294223,1084.7291461082068,54.520678382596714
2023-01-01 00:17:00,83.14247332595274,319.0579192441389,18.62348324880554,1625.8130161873762,46.44025915614167
2023-01-01 00:18:00,70.91975924478788,364.4876377041373,8.562762402998223,984.1492118801364,50.291905039355676
2023-01-01 00:19:00,65.87696298664709,333.6590675634979,11.436644522015047,1420.6623769393664,56.97974030130098
2023-01-01 00:20:00,94.65648768921554,293.0772008008113,9.77243877349379,1735.2954666049925,37.6745968877972
2023-01-01 00:21:00,77.74223699513465,238.78508818553172,7.878818333009782,1547.974433968259,43.15508269387203
2023-01-01 00:22:00,80.67528204687923,289.54883713569876,7.150835358806207,1987.0856611974532,54.573242810867654
2023-01-01 00:23:00,65.75251813786544,257.473977289535,11.647543677865045,1756.2772881454434,70.98221474546747
2023-01-01 00:24:00,74.55617275474818,270.97382750976385,2.4141315166416044,1336.5254029186058,48.61917665338518
2023-01-01 00:25:00,81.10922589709867,329.42892022103047,13.752895837608827,1506.8283449628598,55.91136117923932
2023-01-01 00:26:00,68.49006422577698,383.4952252175703,7.91902797557373,1488.1573243638911,48.930285301415196
2023-01-01 00:27:00,83.75698018345672,319.73357649114905,4.3496533047982116,1104.455809163468,69.422455947563
2023-01-01 00:28:00,73.99361310081196,240.2058468982408,7.749935710020932,1264.9002708789117,32.52778333034745
2023-01-01 00:29:00,77.08306250206724,322.23013341100705,16.285746084312862,1359.809773255035,50.94621044669358
2023-01-01 00:30:00,73.98293387770603,359.83157433228257,7.3233245649188845,990.9448742860159,33.744559664379395
2023-01-01 00:31:00,98.52278184508938,269.51085478403087,11.7922680910481,1511.8733670629108,24.934284294632832
2023-01-01 00:32:00,79.86502775262066,293.2991416663541,6.345218621422633,1437.7320388367398,52.97462053117817
2023-01-01 00:33:00,69.422890710441,300.73440973645984,13.789609249618097,1081.7765246721065,51.39497796147459
