timestamps,temperature,pressure,wind_speed,rpm,energy_output
2023-01-01 00:00:00,84.96714153011233,333.1440634333706,-1.191156166624861,1495.031591157922,46.93695906678806
2023-01-01 00:01:00,78.61735698828815,358.6736928742663,-0.6035007631753313,1473.1838085472646,51.985394230407074
2023-01-01 00:02:00,86.47688538100692,309.05107793518533,6.965674110714123,1805.0707241044292,39.276442868039595
2023-01-01 00:03:00,95.23029856408026,235.15840260220767,12.28843293026776,1230.8302181322465,36.638360439805254
2023-01-01 00:04:00,77.65846625276664,319.9843975876321,-3.7375242136261733,1309.3701902133505,46.95082235631349
2023-01-01 00:05:00,77.6586304305082,267.4321553104086,7.501349119241847,1759.0757230181198,46.061941180825244
2023-01-01 00:06:00,95.79212815507391,273.5691659125121,7.368760717412894,1351.1162662040351,55.474974939763314
2023-01-01 00:07:00,87.67434729152909,329.3182009377547,16.94168889104224,1725.133269332898,51.28342214068717
2023-01-01 00:08:00,75.30525614065049,361.9141535716818,8.074890941435681,1924.8589957521774,51.473220674777004
2023-01-01 00:09:00,85.42560043585965,301.0635788368031,11.914944923704642,1399.5512432645917,34.340658177698955
2023-01-01 00:10:00,75.36582307187538,315.4416506299482,10.706285700437316,2345.311163790525,69.09625510627376
2023-01-01 00:11:00,75.34270246429743,385.11074723176193,-0.6528323990360025,1211.5769296650353,45.161730429968884
2023-01-01 00:12:00,82.41962271566034,312.03765897442844,13.841036083158686,1688.6833245169523,58.1281805283396
2023-01-01 00:13:00,60.86719755342202,430.08415570901974,11.076982527281439,1549.855996496692,41.96217805598817
2023-01-01 00:14:00,62.75082167486967,328.2754822815772,12.541343198372948,1618.2595705400538,53.84250198168529
2023-01-01 00:15:00,74.37712470759027,211.9618620422091,29.631188532181632,1338.6069819911513,42.860908924407035
2023-01-01 00:16:00,69.87168879665576,337.6670810552266,-0.42056469749294223,1084.7291461082068,51.394508973348835
2023-01-01 00:17:00,83.14247332595274,319.05791924413893,18.62348324880554,1625.8130161873762,49.027304130783335
2023-01-01 00:18:00,70.91975924478788,364.4876377041373,8.562762402998223,2239.8484420803675,49.860733760255144
2023-01-01 00:19:00,65.87696298664709,333.65906756349796,11.436644522015047,1420.6623769393664,57.410733657905496
2023-01-01 00:20:00,94.65648768921554,293.0772008008113,9.77243877349379,1735.2954666049925,37.606328519845334
2023-01-01 00:21:00,77.74223699513465,238.78508818553172,7.878818333009782,2225.9469344898553,42.51872819377497
2023-01-01 00:22:00,80.67528204687923,289.54883713569876,7.150835358806207,1987.0856611974532,53.71849341850952
2023-01-01 00:23:00,65.75251813786544,257.473977289535,11.647543677865045,1756.2772881454434,71.47647784882699
2023-01-01 00:24:00,74.55617275474818,270.97382750976385,2.4141315166416044,1336.5254029186058,46.34341610837766
